week,facebook_spend,google_spend,tiktok_spend,instagram_spend,snapchat_spend,social_followers,average_price,promotions,emails_send,sms_send,revenue,t,week_of_year,month,year,annual_sin_1,annual_cos_1,annual_sin_2,annual_cos_2,annual_sin_3,annual_cos_3,facebook_spend_lag1,facebook_spend_lag2,facebook_spend_lag3,facebook_spend_lag4,tiktok_spend_lag1,tiktok_spend_lag2,tiktok_spend_lag3,tiktok_spend_lag4,instagram_spend_lag1,instagram_spend_lag2,instagram_spend_lag3,instagram_spend_lag4,snapchat_spend_lag1,snapchat_spend_lag2,snapchat_spend_lag3,snapchat_spend_lag4,google_spend_lag1,google_spend_lag2,google_spend_lag3,google_spend_lag4,revenue_lag1,revenue_lag2,revenue_lag3,revenue_lag4,facebook_adstock,tiktok_adstock,log1p_facebook_spend,log1p_tiktok_spend,log1p_instagram_spend,log1p_snapchat_spend,log1p_google_spend,log1p_revenue,log_price,instagram_adstock,snapchat_adstock,google_adstock
2023-10-15,-0.6069403593636686,-0.760068276644808,-0.6656269565464072,1.7606557327127494,-0.7109576369039224,-1.6306148557624136,1.318747980423022,1.9395630337539331,-0.03235404472374205,0.9775372330455858,-0.4440822301745498,4,41,10,2023,0.6556416298758693,1.3336854457529246,1.1684820451905849,0.8667154470338816,1.422108510227836,0.21661749883810522,1.545640307285435,0.45443913337806946,-0.10974754169845517,0.5948223641150765,-0.7022662208909777,-0.7022662208909776,-0.7022662208909777,1.4870853023383084,-0.7686907681557066,-0.760827212113089,-0.7452442517751525,0.6174478757207789,-0.772755835504815,-0.7727558355048149,-0.7568450257184393,1.4814039031141566,-0.8282478286424746,-0.8282478286424747,0.6056905052276556,0.8175707627321506,-0.5273173292354758,-0.5191835620598709,-0.5055357619348818,0.39295459419583706,0.048699838013924905,-0.5654576062249348,-0.6955164124618868,-0.6877268100538585,1.6634185684877603,-0.7545755425380313,-0.8040584897830823,-0.4838629318103397,1.3484444444584998,1.0832006989755991,-0.5947983569825075,-0.6809982069037159
2023-10-22,-0.6264234450745683,0.8247591211883142,-0.6656269565464072,1.9853830547440507,-0.7109576369039224,-1.6306148557624136,-0.09335171550273239,-0.5155800469472481,-0.19603601325935463,0.3163657974635677,0.7424152061229875,5,42,10,2023,0.79923067420423,1.2435574035420536,1.3249476678502996,0.5604669426680811,1.3915126112630134,-0.2961488103847706,0.01670618214156408,1.5373620567405943,0.44726161079740107,-0.0956906772282583,-0.7022662208909777,-0.7022662208909776,-0.7022662208909777,-0.7026009780064056,1.6200521188813488,-0.760827212113089,-0.7452442517751525,-0.743620613148073,-0.772755835504815,-0.7727558355048149,-0.7568450257184393,-0.7581721522505812,-0.8282478286424746,-0.8282478286424747,-0.8440888050210766,0.5890399096015803,-0.092549507562661,-0.519821626092613,-0.5040369299780922,-0.5001887190368639,-0.8747131246696505,-0.8396180363042512,-0.7296160706438971,-0.6877268100538585,1.799089932258485,-0.7545755425380313,0.9839986439719907,1.1623325985652369,0.08737690292514984,1.738784579259109,-0.8834401089741382,0.44500627209861976
2023-10-29,-0.6264234450745683,1.3641269764758321,-0.6656269565464072,1.6119525687448304,-0.5687366323756802,-1.6306148557624136,1.1913608677387415,-0.5155800469472481,-0.4748205425566413,-1.2763674834781567,-0.4440822301745498,6,43,10,2023,0.9313098950870998,1.136115683526168,1.4055218175323587,0.22465187021026767,1.1835420709946987,-0.7645949834370724,-0.9690914988164516,0.0016829092739923544,1.5365224336596388,0.47427825610718205,-0.7022662208909777,-0.7022662208909776,-0.7022662208909777,-0.7026009780064056,1.7687715917057307,1.6213635859483266,-0.7452442517751525,-0.743620613148073,-0.772755835504815,-0.7727558355048149,-0.7568450257184393,-0.7581721522505812,0.984195028665269,-0.8282478286424747,-0.8440888050210766,-0.8610643445521303,0.9713299084384773,-0.0855909252965653,-0.5046817949595727,-0.4986777896113665,-0.8634321771303227,-0.9766982513439096,-0.7296160706438971,-0.6877268100538585,1.5693538299226695,-0.5286270858384358,1.3900753342687877,-0.4838629318103397,1.255489362447708,1.8990339799163063,-0.3799760867259413,1.2780559024362026
2023-11-05,1.4848918686809136,-0.760068276644808,-0.6656269565464072,1.3313054531248132,1.598908718012539,-1.6306148557624136,1.990918277140076,-0.5155800469472481,0.5572432065473427,-1.4921988500377787,-0.4440822301745498,7,44,11,2023,1.0499532800675027,1.0129270279207832,1.4055218175323587,-0.12121341896643349,0.8252263036576496,-1.1278382354696457,-0.46718085979478063,-0.9884637016048156,-0.008144408028290232,1.5888826150283621,-0.7022662208909777,-0.7022662208909776,-0.7022662208909777,-0.7026009780064056,1.5216437190805172,1.7696751357502505,1.6396273515622448,-0.743620613148073,0.0853599912264245,-0.7727558355048149,-0.7568450257184393,-0.7581721522505812,1.3197701439957212,0.9841950286652692,-0.8440888050210766,-0.8610643445521303,-0.07635850664532874,0.9769741527609354,-0.06582274875427277,-0.4993278594684828,0.7957624600466362,-1.0452383588637388,1.6503961388063861,-0.6877268100538585,1.3814042953438086,1.581138455662915,-0.8040584897830823,-0.4838629318103397,1.793171239226745,1.8532441333268153,0.9462949488701418,-0.03399396651441638
2023-11-12,-0.004388935043486592,-0.760068276644808,-0.6656269565464072,1.5004140452616956,0.6149453327920031,-1.6306148557624136,1.5057631032999446,-0.5155800469472481,-0.272704742809215,-0.13498628734043333,-0.4440822301745498,8,45,11,2023,1.1534307414307885,0.8757878047213188,1.3249476678502996,-0.4570284914242471,0.3631347189851071,-1.3386687438099996,1.2874882416144724,-0.484338841310597,-1.0040859370627186,0.008276428989000651,-0.7022662208909777,-0.7022662208909776,-0.7022662208909777,-0.7026009780064056,1.335917788172664,1.5232251107990529,1.7881058041939173,1.649530612622564,1.5087938283524343,0.0853599912264245,-0.7568450257184393,-0.7581721522505812,-0.8282478286424746,1.319770143995721,0.9712933210063197,-0.8610643445521303,-0.5321093122513638,-0.06941992706612692,1.0080679177336256,-0.056926665956726644,0.772762359837697,-1.0795084126236534,0.19731445043658122,-0.6877268100538585,1.4963637248565873,0.8303434582772865,-0.8040584897830823,-0.4838629318103397,1.4795040155574553,1.9062211166854828,1.1216629193239347,-0.690018900989726
2023-11-19,0.11957850933686477,-0.760068276644808,1.2162075256339524,2.2827559311583,2.7250697379298234,-1.6306148557624136,1.5437082006952625,-0.5155800469472481,0.9879726648279801,-0.3998155825201369,-0.4440822301745498,9,46,11,2023,1.2402333447793301,0.7266978126126601,1.168482045190585,-0.7632769957900475,-0.14267578823198318,-1.3696853912811335,0.3827544386270818,1.278071131378443,-0.497010642687808,-1.0108374014115573,-0.7022662208909777,-0.7022662208909776,-0.7022662208909777,-0.7026009780064056,1.4478300400757396,1.3380086080222038,1.5413784359972955,1.798524541863351,0.862651793740951,1.508793828352434,0.10256725690162215,-0.7581721522505812,-0.8282478286424746,-0.8282478286424747,1.3074126440813678,0.9547246691669921,-0.28691788821453235,-0.5246076889966833,-0.049479388308805224,1.0256316558173502,0.8322323530113515,0.472754492668888,0.3508336862069409,1.327553527416127,1.9678520562097446,2.2330154530234547,-0.8040584897830823,-0.4838629318103397,1.5053565807242317,2.2837134798284033,2.255371808673285,-1.0180313682273807
2023-11-26,-0.06135824375310943,-0.760068276644808,-0.6656269565464072,1.5932977702056637,-0.7109576369039224,-1.6306148557624136,0.6818124170016152,-0.5155800469472481,1.5195213035338102,-0.20006635817630827,-0.08317302424187992,10,47,11,2023,1.3090953126938658,0.5678311194011756,0.9452181628127998,-1.0221608821581147,-0.6264662834972966,-1.216857021299096,0.4580643043826727,0.36934601863027017,1.275713985867516,-0.4919641237273594,1.2904593226558114,-0.7022662208909776,-0.7022662208909777,-0.7026009780064056,1.9655662538449312,1.4496138955232447,1.3559534992955702,1.5509406036737128,2.248313188157074,0.8626517937409511,1.5281516419175596,0.0938382692256943,-0.8282478286424746,-0.8282478286424747,-0.8440888050210766,1.2909193277945663,-0.24674841015153826,-0.279719179357122,-0.5095188711895776,-0.04045139393126338,0.7583829830607814,-0.32051198685734,0.12389537808089425,-0.6877268100538585,1.5572958273559832,-0.7545755425380313,-0.8040584897830823,0.1466623448816931,0.8489883063756689,2.163128807371522,0.5416449738537578,-1.182037601846208
2023-12-03,-0.6264234450745683,3.1454174957797396,-0.6656269565464072,2.231697758707108,-0.7109576369039224,-1.6306148557624136,0.6953642374999423,-0.5155800469472481,-0.5797775267561908,0.5476781046608229,0.14895223264145144,11,48,12,2023,1.3590124826185541,0.4015043592105277,0.6681313060295492,-1.2186347600573748,-1.0253597185399859,-0.9000463572752783,0.3481457475101862,0.4449881202338873,0.36167048128072565,1.322006007836429,-0.7022662208909777,1.2904593226558116,-0.7022662208909777,-0.7026009780064056,1.509298394180488,1.9659300093072367,1.4676843821283554,1.3648719222674726,-0.772755835504815,2.2483131881570744,0.8810334050036688,1.507144521987729,-0.8282478286424746,-0.8282478286424747,-0.8440888050210766,-0.8610643445521303,0.28724192885629457,-0.2395993274720577,-0.2620201623925382,-0.5042039770186733,0.3407957187632707,-0.7171452266204541,-0.7296160706438971,-0.6877268100538585,1.9396856655108898,-0.7545755425380313,2.40433449964308,0.47861404332796387,0.8606074155521408,2.3892596724900317,-0.31521844355600565,1.3563795812972377
2023-12-10,0.5932873650594906,-0.760068276644808,-0.6656269565464072,-0.7123116872651718,-0.7109576369039224,-1.6306148557624136,-0.25055283328333383,-0.5155800469472481,1.819034638277634,0.2802937027739372,-0.4440822301745498,12,49,12,2023,1.389256949812216,0.2301429507395403,0.3533247557873289,-1.3412802818578133,-1.2875129050056584,-0.4604284938208746,-0.05579437176786344,0.33458464834276475,0.4377552847863601,0.38669570100014017,-0.7022662208909777,-0.7022662208909776,1.2904593226558116,-0.7026009780064056,1.9317771069727052,1.5109136479222736,1.984581533738131,1.4769907041899586,-0.772755835504815,-0.7727558355048149,2.2687882800651114,0.8655997210487646,2.4280244932168222,-0.8282478286424747,-0.8440888050210766,-0.8610643445521303,0.4795824833251179,0.2937313091733288,-0.22147268405924792,-0.25470764075491714,0.8874423135803994,-0.9154618465020109,0.8714391750605398,-0.6877268100538585,-0.739583912984885,-0.7545755425380313,-0.8040584897830823,-0.4838629318103397,-0.0963089782576976,0.6715188880522974,-0.7436501522608874,0.005167872916101167
2023-12-17,1.6760385247743483,-0.760068276644808,-0.6656269565464072,-0.7123116872651718,-0.7109576369039224,-1.6306148557624136,-0.7946584262911915,-0.5155800469472481,-0.27843400957370895,-1.1779207250543735,-0.4440822301745498,13,50,12,2023,1.3993876818385584,0.056245729196008246,0.019093924510967197,-1.3829697356307205,-1.3788544447972544,0.04486052796436139,0.7458410711783908,-0.07113748696643385,0.32670566708543924,0.4645507489878223,-0.7022662208909777,-0.7022662208909776,-0.7022662208909777,1.2983310998224413,-0.7686907681557066,1.9322335427724047,1.5290531183803069,1.995682381444702,-0.772755835504815,-0.7727558355048149,-0.7568450257184393,2.2414022781197063,-0.8282478286424746,2.4280244932168222,-0.8440888050210766,-0.8610643445521303,-0.5271254505052146,0.4858342422679283,0.3175425769095825,-0.21383289301154235,1.780629132807132,-1.0146201564427895,1.792916447064023,-0.6877268100538585,-0.739583912984885,-0.7545755425380313,-0.8040584897830823,-0.4838629318103397,-0.8464817504042997,-0.18735150416656973,-0.9578660066133281,-0.6704379812744671
